termID,notes,shouldBeTranslated,translationNeedsToBeUpdated,English,Traditional Chinese,Simplified Chinese,Brazilian Portuguese,Polish,Japanese,Korean,Russian,French,German,Spanish,Italian,Ukranian
textfile/text_ending_john_level5_2,,TRUE,FALSE,"-->start
<setting:setbuttonenabled:primary:false>
<fpause:3>
<setting:externalrend:true>
<pn:john>
wait, sarah
i'm sorry, let's just talk about this
<fpause:2>
<setting:externalrend:false>
<pn:none>
Let's talk after.
Don't worry. We'll figure this out.",,,,,,,,,,,,
textfile/text_ending_memory_1,,TRUE,FALSE,"-->start
<pn:sarah>
Well, if you must know.
It's mostly just crashing waves.
I used to live pretty close to the sea.
Sometimes, during winter, you'd have these enormous waves.
It's terrifying, but I do miss it.
<pn:john>
Ah, I can relate!
I'm from the UK, from a small place not too far from Brighton.
In a way, the sea was always the most interesting when the weather was bad.
I miss those gloomy stretches of grey coastline...
<pn:sarah>
Well, we're both stranded away from the sea now.
<pn:john>
Hah, yeah.
<fpause:2>
<pn:sarah>
You know, I don't have to hang around here all day.
I was just checking if everything was still in the right place.
Would you want to grab a coffee with me?
<pn:john>
Oh! Yeah, sure, that would be nice.
It's been a while since I've talked to someone that isn't a researcher.
<pn:sarah>
Haha, that's not intimidating at all!
I don't know if artists are any more interesting.
<pn:john>
I'm sure nothing could be further from the truth.
<intev:nextscene>",,,,,,,,,,,,
textfile/text_ending_minefriend,,TRUE,FALSE,"-->start
<setting:externalrend:true>
<pn:minefriend>
hello! my name is minefriend.
<pn:john>
<ev:surprised>
wait, minefriend what are you doing
<pn:minefriend>
<ev:default>
i think this intruder is trying to steal your gems!
don't worry, i'll take it from here!
<fpause:2>
<intev:stealanim>
<fpause:3>
<intev:nextdialogue>",,,,,,,,,,,,
textfile/text_ending_sarahtalk_level1_1,,TRUE,FALSE,"-->start
<setting:autoadvance:true>
<setting:setbuttonenabled:primary:false>
This place is a total mess.
When you uploaded yourself, something must have overloaded the system.
We're super close to the core of the system now.
No more filter, no more window.
This is where I've been all this time.
With your help we can get to the core and I can finally be removed from the system.
But with everything destabilized it'll be impossible to actually get there.",,,,,,,,,,,,
textfile/text_ending_sarahtalk_level1_2,,TRUE,FALSE,"-->start
<setting:autoadvance:true>
<setting:setbuttonenabled:primary:false>
There's a memory stone!
I think if we can get them all back into the system things should stabilize again.
Be careful. I don't know what it might do when you touch it.",,,,,,,,,,,,
textfile/text_ending_sarahtalk_level2_1,,TRUE,FALSE,"-->start
<setting:autoadvance:true>
<setting:setbuttonenabled:primary:false>
<fpause:3>
Did you see that too?
<fpause:1>
It was like I was there again, at the museum.
Like it was replaying the memory of how we met, me and John.
<fpause:2>
You know, despite everything,<pause:1> he's not a bad person.
I wish you could've known him how he was before.
From the very beginning it was just so easy to talk to him.
We just clicked, we both had our own lives and we were just curious about each other.
And even though it all happened so fast, it was actually kind of nice.
We were there for each other at the right moment and it all just made sense.
<fpause:2>
<intev:next>",,,,,,,,,,,,
textfile/text_ending_sarahtalk_level2_2,,TRUE,FALSE,"-->start
<setting:autoadvance:true>
<cut:stone>
<intev:enablecutscenegem>
Here comes another stone! Brace yourself!
<intev:morphlevel>",,,,,,,,,,,,
textfile/text_ending_sarahtalk_level2_3,,TRUE,FALSE,"-->start
<setting:autoadvance:true>
<setting:setbuttonenabled:primary:false>
Shoot, that's a dead end.
Maybe there's some other way?
<fpause:2>
Or wait, I have an idea.
I've managed to do this once before.
I think I can enable a debug tool that John put in.
It does take a lot out of me, so be warned.
<fpause:1>
Okay...
<intev:sarahcharge>
Focus...
<intev:extractgun>",,,,,,,,,,,,
textfile/text_ending_start,,TRUE,FALSE,"-->start
<cut:start>
<fpause:12.93>
<intev:showlevel>
<cut:gem>
<intev:enablecutscenegem>
<fpause:3.56>
<intev:morphlevel>
<fpause:0.3>
<cut:morph1>
<fpause:4.47>
<cut:morph2>
<fpause:3.49>
<cut:morph3>
<fpause:4.78>
<cut:morph4>
<fpause:4.35>
<cut:morph5>
<fpause:6.8>
<intev:endcutscene>",,,,,,,,,,,,
textfile/text_enter my store,,TRUE,FALSE,"--kitty
omg hellow, welcome to my store.

i sell lots of wares here..!! :3
I like 2 draw CUTE KITTIES x3 so if you want cute kitties in your game... yay
--rand1
hey, where can we pay you?
--kitty
hihi just put the money on the counter :3
--rand1
what? the counter?
--kitty
<i>*I place my hand on the counter*</i>
this counter dummy, its right in front of you xp.
--rand
<i>*I place a 20 dollar bill on the counter*</i>
I'd like one cute kitty drawing... please?
--kitty
UwU this customeow has money >_<
I'll get started on it right away!!! 
<i>*I take the money and walk into my office and start working*</i>

I'll send you the art when its done :333!!!

","--kitty
噢，歡迎來到我的商店。

我這裡有賣很多商品…！！:3
我喜歡畫可愛的貓貓 x3，所以如果你想在遊戲中看到可愛的貓…
--rand1
嘿，我們要怎麼付錢給你？
--kitty
嗨，把錢放到櫃檯就好了 :3
--rand1
什麼？櫃台？
--kitty
<i>*我把手放上櫃台*</i>
阿呆，這個櫃台啦，就在你面前 xp。
--rand
<i>*我把 20 元鈔票放到櫃檯上*</i>
請給我一張可愛小貓的圖？
--kitty
UwU 這個客人有給錢 >_<
我馬上就開始畫！！
<i>*我拿著錢走進辦公室開始工作*</i>

完成後我會把畫傳給你 :333！！

","--kitty
呜哇哇大家吼哇，欢迎来到猫猫商店。

偶卖的东西可多了哦……！！:3
偶喜欢画可爱的猫猫哦 x3 如果大家想要在游戏里加入可爱的猫猫的话……嘿嘿
--rand1
你好，我该怎么付钱？
--kitty
嘻嘻放在柜台上就好啦 :3
--rand1
啊？什么柜台？
--kitty
<i>*偶把手手放在柜台上*</i>
就是这张柜台呀，呆呆，就在你面前呀。XD
--rand
<i>*我在柜台上放上一张 20 美元纸币*</i>
我想要一张可爱的猫猫图……可以吗？
--kitty
UwU 客人好有钱钱哦 >_<
偶现在就开始画！！！
<i>*偶收到钱钱然后走进工作室开始工作*</i>

画好了就发给你哦！！！:333

","--kitty
mds, olá, está é a minha loja.

eu vendo de tudo aqui..!! :3
Eu gosto de desenhar GATINHOS FOFOS x3 então se quiser gatinhos fofos no seu jogo, é só pedir... hihi
--rand1
ei, onde a gente pode te pagar?
--kitty
hihi, é só colocar o dinheiro no balcão :3
--rand1
quê? no balcão?
--kitty
<i>*Eu coloco a minha mão no balcão*</i>
bobinho, é este balcão bem na sua cara xp.
--rand
<i>*Eu coloco uma nota de 20 dólares no balcão*</i>
Me vê o desenho de um gatinho fofo... por favor?
--kitty
UwU esse fofuxo tem dindim >_<
Vou começar seu desenho pra já!!! 
<i>*Eu pego o dinheiro, vou até meu escritório e começo a trabalhar*</i>

Te mando a arte assim que terminar :333!!!

","--kitty
omg hejka, witaj w moim sklepiku.

mam tu wiele towarów..!! :3
kocham rysować kOcIaCzKi-SłOdZiAcZkI x3 więc jeśli potrzebujesz kotków do swojej gry... hurra
--rand1
cześć, jak można ci zapłacić?
--kitty
hihi połóż pieniądze na ladzie :3
--rand1
na ladzie...?
--kitty
<i>*kładzie dłoń na ladzie*</i>
tej ladzie, głuptasie, przecież przy niej stoisz xp.
--rand
<i>*kładzie na ladzie banknot dwudziestodolarowy*</i>
poproszę jeden rysunek z słodkim kotkiem?
--kitty
UwU klient miau pieniążki >_<
biorę się do roboty!!! 
<i>*biorę pieniądze i idę do biura, żeby zacząć rysować*</i>

wyślę ci rysunek gdy tylko będzie skończony :333!!!

","--kitty
やだ、こんにちは、私のお店にようこそ。

ここでいろいろなものを売ってるの..!! :3
カワイイにゃんこちゃんの絵を描くのが好きなの x3 もし、ゲームにカワイイにゃんこちゃんを出したかったら...イエイ
--rand1
やあ、支払方法はどうしたらいい？
--kitty
ｗｗ カウンターにお金を置いたらいいよん :3
--rand1
は？カウンター？
--kitty
<i>*カウンターに手を置く*</i>
このカウンターよ、お馬鹿さん、目の前にあるでしょ xp。
--rand
<i>*20ドル札をカウンターに置く*</i>
カワイイ猫の絵を一枚欲しいんだが...頼めるか？
--kitty
UwU このお客さん、お金持ってる >_<
すぐに取り掛かるわ!!!
<i>*お金を手にして事務所に戻り、作業を始める*</i>

出来上がったら、作品を送るね :333!!!

","--kitty
어머 안냥, 제 상점에 어서 와요.

여기서 다양한 상품을 팔고 이써요..!! :3
전 귀여운 고양이 그림 그리는 거 짱 조아해요 x3 그니깐 게임에 귀여운 고양이가 필요하다면... 잘 찾아왔어욥
--rand1
저기, 어디에 돈 내면 돼요?
--kitty
ㅎㅎ 돈은 카운터에 올려 주기만 하면 대요 :3
--rand1
네? 카운터요?
--kitty
<i>*카운터에 손을 올리며*</i>
이 카운터 말이에요 바부, 바로 님 앞에 있는데요 xp.
--rand
<i>*카운터 위에 20달러 지폐를 놓으며*</i>
귀여운 고양이 그림 하나... 부탁합니다?
--kitty
UwU 이 손님은 돈이 있구냥 >_<
지금 당장 작업 시작할게요!!! 
<i>*돈을 받고 사무실로 걸어 들어가 작업을 시작한다*</i>

완성대면 그림 보내줄게요 :333!!!

","--kitty
ой приветик, добро пожаловать в мой магазин.

я тут продаю много всяких штук..!! :3
я люблю рисовать МИЛЫХ КОТИКОВ x3 так что если тебе нужны милые котики в игре... хи-хи
--rand1
привет, а как тут платить?
--kitty
хихи можешь просто положить деньги на стойку :3
--rand1
что? на стойку?
--kitty
<i>*Я кладу руку на стойку*</i>
эта стойка, дурачок, она прямо перед тобой хР.
--rand
<i>*Я кладу 20 долларов на стойку*</i>
можно мне один рисунок котиков... пожалуйста?
--kitty
ОГО у этого покупателя есть деньги >_<
я сяду рисовать прямо сейчас!!! 
<i>*Я беру деньги и ухожу в свой офис, чтобы начать работу*</i>

я пришлю тебе арт, когда он будет готов :333!!!

",,,,,
textfile/text_enter my store_title,,TRUE,FALSE,enter my store,進入我的商店,来偶店里玩吧,entrar na minha loja,wejdź do mojego sklepu,お店に来てね,제 상점에 들어와요,заходи в мой магазин,,,,,
textfile/text_fishing with knives 2,,TRUE,FALSE,"--fwk
<b>ALRIGHT GAMERS!!!</b>
Are you ready to play the best game ever???
@swim

<b>-jas0n1 AKA SUPER DEV</b>
--rand1
wow, it's... very extreme.
--fwk
don't care!! didn't ask!!!

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
where can i download fishing with knives 1?
--fwk
<b>HAHA you're so stupid</b>
There's no fishing with knives 1.

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
then why is there a 2 in the title?
--fwk
my market analysis has shown me that people love sequels.

<b>-jas0n1 AKA SUPER DEV</b>
--noob
Hey Jason!

I liked the game a lot. the explosions when you kill a fish are a really nice touch.
How did you change the shop icons when a player buys something? Also, was it difficult to make the swimming animations? Was there a reason you chose 4-directional movement instead of 8?

Looking forward to your reply.
--fwk
too long didn't read.
I'm too <b>busy</b> building my franchise.

<b>-jas0n1 AKA SUPER DEV</b>
--music
Thanks for using my song after all
hope we can work together again in the future.","--fwk
<b>好了，各位玩家！！</b>
你們準備好遊玩史上最棒的遊戲了嗎？？
@swim

<b>-jas0n1 AKA SUPER DEV</b>
--rand1
哇，太…極端了吧。
--fwk
不在乎！沒人問！！！

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
我要去哪下載《刀口捕魚 1》？
--fwk
<b>哈哈，你好傻好天真</b>
根本沒有《刀口捕魚 1》。

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
那為什麼標題上有 2
--fwk
我的市場分析顯示，大家都喜歡續作。

<b>-jas0n1 AKA SUPER DEV</b>
--noob
嘿，Jason！

我很喜歡這款遊戲。殺掉魚的爆炸聲真的很讚。
在玩家買東西的時候，你是怎麼變更商店的圖示？還有，製作游泳動畫會很難嗎？你選擇 4 方位移動而不是 8 方位，有什麼原因嗎？

期待你的回答。
--fwk
太長了根本看不完。
我正<b>忙著</b>發展我的系列。

<b>-jas0n1 AKA SUPER DEV</b>
--music
總之，感謝你使用了我的歌
希望我們以後還有機會合作。","--fwk
<b>各位玩家！！！</b>
最好玩的游戏来了！！！准备好了吗？？？
@swim

<b>-傑潹 请叫我游戏大作家</b>
--rand1
哇，这个……太猛了。
--fwk
没问你！！谁问你了！！！

<b>-傑潹 请叫我游戏大作家</b>
--rand2
那么问题来了，《捅鱼达人1》在哪里可以下到呢？
--fwk
<b>哈哈傻逼吧你</b>
根本没有捅鱼达人1。

<b>-傑潹 请叫我游戏大作家</b>
--rand2
那标题里为什么是2呢？
--fwk
我的市场调研显示大家都喜欢续作。

<b>-傑潹 请叫我游戏大作家</b>
--noob
杰森你好！

我很喜欢你的游戏。杀鱼时候的爆炸特效做得很棒。
请问怎么样可以更改玩家购买物品时的商店图标呢？还有，制作游泳动画困难吗？你是否因此放弃了8向动画，转而选择4向动画？

期待你的回复。
--fwk
太长不看。
我在做一系列作品，<b>忙</b>得要死。

<b>-傑潹 请叫我游戏大作家</b>
--music
总之谢谢你用我的音乐
希望我们以后还能合作。","--fwk
<b>SACA SÓ, GALERA DOS GAMES!!!</b>
Tão prontos pra jogar o melhor jogo da história???
@swim

<b>– jas0n1 AKA SUPER DEV</b>
--rand1
uau, é bem... extremo.
--fwk
dane-se!! ninguém perguntou!!!

<b>– jas0n1 AKA SUPER DEV</b>
--rand2
onde posso baixar o pescaria na faca 1?
--fwk
<b>HAHA que idiota</b>
não existe pescaria na faca 1.

<b>– jas0n1 AKA SUPER DEV</b>
--rand2
e por que tem o 2 então?
--fwk
minha análise de mercado diz que as pessoas adoram sequências.

<b>– jas0n1 AKA SUPER DEV</b>
--noob
Ei, Jason!

Curti bastante o jogo. as explosões ao matar um peixe dão um toque bem especial.
Como você mudou os ícones da loja quando o jogador compra alguma coisa? Outra coisa, foi difícil de fazer as animações para nadar? Teve algum motivo por você ter escolhido 4 movimentos direcionais em vez de 8?

Aguardo sua resposta.
--fwk
sai fora com esse textão. nem li.
Tô <b>ocupado</b> demais criando a minha franquia.

<b>– jas0n1 AKA SUPER DEV</b>
--music
Valeu por no fim ter usado minha música.
espero que a gente possa trabalhar juntos no futuro.","--fwk
<b>DOBRA GRACZE!!!</b>
Gotowi na najlepszą gierę świata???
@swim

<b>-jas0n1 AKA SUPER DEV</b>
--rand1
wow, bardzo... ekstremalna.
--fwk
nikt nie pytał!!!

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
gdzie mogę pobrać wędkowanie z nożami 1?
--fwk
<b>HAHA dureń</b>
Nie ma wędkowania z nożami 1.

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
to skąd 2 w tytule?
--fwk
analiza rynku wskazała, że ludzie kochają sequele.

<b>-jas0n1 AKA SUPER DEV</b>
--noob
Cześć Jason!

bardzo fajna gra. eksplozje przy ubijaniu ryb są super.
Jak zmieniłeś ikony sklepu po tym, gdy gracz coś kupi? Trudno było stworzyć animacje pływania? Dlaczego wybrałeś czterokierunkowy ruch zamiast ośmiokierunkowego?

Z niecierpliwością czekam na twoją odpowiedź.
--fwk
za długie, nie chciało mi się czytać.
jestem zbyt <b>zajęty</b> tworzeniem franczyzy.

<b>-jas0n1 AKA SUPER DEV</b>
--music
Dzięki, że użyłeś mojej piosenki
mam nadzieję, że zgadamy się kiedyś na kolejną współpracę.","--fwk
<b>ゲーマー諸君!!!</b>
かつてないほどサイコーのゲームをプレイする気はあるか???
@swim

<b>-jas0n1（SUPER DEV）</b>
--rand1
うわ、これはまた...すごく尖ってるね。
--fwk
知らねえよ!!聞いてもねえ!!

<b>-jas0n1（SUPER DEV）</b>
--rand2
fishing with knife 1はどこでダウンロードできるの？
--fwk
<b>wwwお前マジバカな</b>
fishing with knife 1なんかねえよ。

<b>-jas0n1（SUPER DEV）</b>
--rand2
なら、どうしてタイトルに2がついてるんだ？
--fwk
俺のマーケット分析によると、みんな続編が好きなんだよ。

<b>-jas0n1（SUPER DEV）</b>
--noob
やあ、ジェイソン！

ゲーム、すごくよかったよ。魚を殺した時の爆発はすごくいい感じだった。
プレイヤーが何かを買ったときに店のアイコンの変更、どうやってやったの？それと、泳ぐアニメーションを作るのは難しかった？8方向じゃなくて4方向移動をを選んだのには理由があったの？

返信待ってるよ。
--fwk
長かったから読んでねえ。
フランチャイズ製作で<b>忙しい</b>んだ。

<b>-jas0n1（SUPER DEV）</b>
--music
なんだかんだで僕の曲を使ってくれてありがとう。
またいつか、一緒に仕事できるといいね。","--fwk
<b>좋아요 게이머 여러분!!!</b>
역대 최고의 게임을 플레이할 준비가 되셨나요???
@swim

<b>-제0ㅣ슨1 일명 슈퍼 개발자</b>
--rand1
와, 그 말... 진짜 극단적이네요.
--fwk
관심 없어!! 안 물어봤어!!!

<b>-제0ㅣ슨1 일명 슈퍼 개발자</b>
--rand2
칼로 낚시하기 1은 어디서 다운받을 수 있어요?
--fwk
<b>ㅋㅋ 진짜 멍청하네</b>
칼로 낚시하기 1은 없어요.

<b>-제0ㅣ슨1 일명 슈퍼 개발자</b>
--rand2
그럼 왜 제목에 2가 있죠?
--fwk
제 시장 분석에 따르면 사람들은 속편을 좋아하더라고요.

<b>-제0ㅣ슨1 일명 슈퍼 개발자</b>
--noob
안녕하세요 제이슨 님!

게임 정말 재밌게 했어요. 물고기를 처치할 때 나오는 폭발 효과는 정말 훌륭한 디테일이었습니다.
플레이어가 뭔가를 구매할 때 상점 아이콘이 바뀌는 건 어떻게 구현하셨나요? 그리고 수영 애니메이션 만드는 건 어려웠나요? 8방향 이동 대신 4방향을 선택하신 이유가 있나요?

답변 기다리겠습니다.
--fwk
너무 길어서 안 읽음.
프랜차이즈 만드느라 너무 <b>바빠서</b>.

<b>-제0ㅣ슨1 일명 슈퍼 개발자</b>
--music
아무튼 제 노래를 사용해 주셔서 감사해요
향후에도 다시 협업할 수 있기를 바랍니다.","--fwk
<b>НУ ЧТО ГЕЙМЕРЫ!!!</b>
Вы готовы сыграть в лучшую игру всех времен???
@swim

<b>-jas0n1 AKA SUPER DEV</b>
--rand1
вау, это... слишком.
--fwk
мне плевать!! я не спрашивал!!!

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
а где можно скачать рыбалку с ножами 1?
--fwk
<b>ХАХА ну ты тупой</b>
нет никакой рыбалки с ножами 1.

<b>-jas0n1 AKA SUPER DEV</b>
--rand2
тогда почему в названии есть 2?
--fwk
мой анализ рынка показал, что люди обожают сиквелы.

<b>-jas0n1 AKA SUPER DEV</b>
--noob
Привет, Джейсон!

Мне очень понравилась игра. взрывы, когда убиваешь рыбу, — это просто шикарно.
А как ты поменял иконки в магазине, когда игрок что-то покупает? И сложно ли было сделать анимации плавания? И почему ты выбрал движение в 4 направления вместо 8?

С нетерпением жду твоего ответа.
--fwk
слишком длинно, не читал.
я слишком <b>занят</b> созданием своей франшизы.

<b>-jas0n1 AKA SUPER DEV</b>
--music
Спасибо, что все-таки использовал мою песню
Надеюсь, мы еще поработаем вместе в будущем.",,,,,
textfile/text_fishing with knives 2_title,,TRUE,FALSE,fishing with knives 2,刀口捕魚 2,捅鱼达人2,pescaria na faca 2,wędkowanie z nożami 2,fishing with knives 2,칼로 낚시하기 2,рыбалка с ножами 2,,,,,
textfile/text_fwk how to play,,TRUE,FALSE,"I can't believe you opened this. It's a simple game??
just play it.

But if you're really a lost cause, here you go:

control:
arrow keys to move
space to STAB!!

-Jas0n-d1","我不敢相信你打開了這個文件。這遊戲很簡單欸？？
玩就對了。

但如果你真的搞不懂，跟你說吧：

控制：
方向鍵移動
空白鍵刺擊！！

-Jas0n-d1","你还真点开啊。这游戏简单到爆好吗？？
玩就行了。

不过要是你真的没救了：

操作：
方向键移动
空格键开捅！！

-傑潹-d1","É sério que você abriu isso? O jogo é bem simples
é só jogar.

Mas se você realmente é um zero à esquerda, aqui está:

controles:
use as setas para mover
aperte espaço para DAR FACADAS!!

-Jas0n-d1","nie do wiary. to taka prosta gra.
po prostu graj.

ale jeśli naprawdę taki z ciebie przegryw:

sterowanie:
poruszasz się strzałkami
a spacją DŹGASZ!!

-Jas0n-d1","これを開けるとか信じられねえ。単純なゲームだろ??
普通に遊べよ。

でも、本気でわからないってんなら、教えてやる：

操作：
矢印キーで移動
スペースでぶっ刺す!!

-Jas0n-d1","이걸 열었다니 믿기지가 않네요. 간단한 게임인데??
걍 플레이하면 돼요.

그래도 님이 진짜로 노답이라면 알려 드립니다.

컨트롤:
방향키로 이동
스페이스바로 찌르기!!

-제0ㅣ슨-d1","Не могу поверить, что ты открыл это. Это же такая простая игра??
просто играй.

Но если ты —  совсем потерянный случай, то вот:

управление:
стрелки — двигаться
пробел — БИТЬ!!

-Jas0n-d1",,,,,
textfile/text_fwk2_savedata,,FALSE,FALSE,"money=0
weapon_upgrade=0
oxygen_upgrade=0
",,,,,,,,,,,,
textfile/text_game ideas,,TRUE,FALSE,Game where you,遊戲你在哪,一款能让你,Ideias de jogos,"Gry, w których",〇〇ができるゲーム,게임 아이디어,"Игра, в которой ты",,,,,
textfile/text_games pushing the boundaries_title,,TRUE,FALSE,games pushing the boundaries,突破極限的遊戲,超世代游戏,jogos que ampliam os limites,gry przekraczające granice,限界に挑戦するゲーム,한계를 뛰어넘는 게임,"игра, расширяющая границы",,,,,
textfile/text_how to use infuse tab,dont translate Penta Starr,TRUE,FALSE,"infuse tab usage instructions:

1. place the vessel game in the middle slot.
2. place a fitting stone in the correct slot. 
3. press infuse.
4. soul essence from the stone will be infused into the vessel game.

NOTE: opening the game immediately will allow the souls to do whatever they want with it.
its best to open game through the editor and implement mechanics manually.

requires sigil-starr inserted at PORT01 with Penta Starr version 0.3 or higher","注入分頁使用說明：

1. 在中間欄位放置作為容器的遊戲。
2. 在正確的欄位放入合適的石頭。
3. 按下注入。
4. 石頭中的靈魂本質會被注入容器遊戲中。

注意：立刻開啟遊戲會讓靈魂為所欲為。
最好透過編輯器開啟遊戲，並手動建立機制。

需要在 PORT01 上插入 sigil-starr，且 Penta Starr 版本為 0.3 以上","注入菜单使用说明：

1. 把容器游戏放入中间的槽位。
2. 在正确的槽位中放入合适的石头。
3. 单击注入。
4. 石头里的灵魂精髓会注入容器游戏。

注意：如果直接打开游戏，其中的灵魂会为所欲为。
最好通过编辑器打开，手动添加游戏机制。

需要在 PORT01 中插入 Penta Starr 为 0.3 版本或更高版本的 sigil-starr","instruções de uso da aba de infusão:

1. coloque o jogo hospedeiro no espaço do meio.
2. coloque uma pedra apropriada no espaço correto.
3. pressione infundir.
4. a essência de alma da pedra será infundida no jogo hospedeiro.

OBSERVAÇÃO: abrir o jogo imediatamente permitirá que as almas façam o que quiserem com ele.
é melhor abrir o jogo pelo editor e implementar as mecânicas manualmente.

requer sigil-starr inserido na ENTRADA01 com Penta Starr versão 0.3 ou superior","instrukcje korzystania z zakładki nasycania:

1. umieść grę-nośnik w środkowym polu.
2. umieść pasujący kamień w odpowiednim polu. 
3. naciśnij nasyć.
4. esencja duszy z kamienia zostanie połączona z grą-nośnikiem.

UWAGA: natychmiastowe otwarcie gry pozwoli duszom zrobić z nią, co tylko zechcą.
najlepiej otworzyć grę przez edytor i włączać mechaniki ręcznie.

wymaga sigil-starr w PORT01 z Penta Starr w wersji 0.3 lub nowszej","注入タブの使用手順：

1. 器のゲームを真ん中のスロットに入れる。
2. 該当する石を正しいスロットに入れる。
3. 注入を押す。
4. ストーンからソウルのエッセンスが器のゲームに注入される。

注：ゲームをすぐに開くと、ソウルにそのゲームで好き勝手させることになります。
ゲームはエディターを通して開き、手動で機構を実装するのが一番いい。

ポート01にsigil-starr-starrとPenta Starr バージョン0.3以上が挿入されていること","주입 탭 사용 지침:

1. 가운데 슬롯에 그릇이 될 게임을 놓습니다.
2. 해당 슬롯에 알맞은 돌을 놓습니다. 
3. 주입을 누릅니다.
4. 돌에서 나온 영혼 정수가 그릇 게임으로 주입됩니다.

참고: 게임을 바로 열면 영혼들이 게임을 마음대로 다루게 됩니다.
편집기를 통해 게임을 열고 수동으로 메커니즘을 구현하는 편이 가장 좋습니다.

PORT01에 sigil-starr가 삽입되어 있어야 하며 Penta Starr 버전 0.3 이상 필요","инструкции по использованию вкладки внедрения:

1. поместите основную игру в слот в центре.
2. вставьте подходящий камень в правильный слот по периметру. 
3. нажмите ""внедрить"".
4. сущность души из камня будет внедрена в основную игру.

ПРИМЕЧАНИЕ: если сразу открыть игру, души смогут сделать с ней что угодно.
лучше открывать игру через редактор и вручную внедрять механики.

требуется sigil-starr, вставленный в PORT01 с Penta Starr версии 0.3 и выше",,,,,
textfile/text_how to use soul transfer,"dont translate rheinisches volksinstitut, mullard et al",TRUE,FALSE,"(c) - rheinisches volksinstitut
department of esoteric research

mullard et al. 1963 - 1968

note: this copy is intended for research purposes only. do not distribute.

usage instructions:
1 - generate host
2 - add two(2) games as sources
3 - press transfer soul
4 - if games have similar enough 'souls' they will be combined

requires sigil-starr inserted at PORT01 with Penta Starr version 0.3 or higher","(c) - rheinisches volksinstitut
罕見事務研究部

mullard et al。1963 - 1968 年

注意：此副本僅供研究使用，請勿分發。

使用說明：
1：生成主機
2：新增 2 遊戲當作資料來源
3：按下轉移靈魂
4：如果遊戲擁有夠多相似的「靈魂」，就會相互結合

需要在 PORT01 上插入 sigil-starr，且 Penta Starr 版本為 0.3 以上","(c) - rheinisches volksinstitut
神秘学研究部

mullard et al. 1963 - 1968

请注意：该拷贝仅限研究用途。请勿外传。

用法说明：
1 - 生成容器
2 - 添加两（2）款源游戏
3 - 点击转移灵魂
4 - 如果两款游戏的“灵魂”足够相近，则会合为一体

需要在 PORT01 中插入 Penta Starr 为 0.3 版本或更高版本的 sigil-starr","(c) – rheinisches volksinstitut
departamento de pesquisa exotérica

mullard et al. 1963 a 1968

observação: este material é destinado apenas a fim de pesquisas. não distribua-o.

instruções de uso:
1: gere o host
2: adicione dois (2) jogos como fontes
3: pressione transferir alma
4: se a similaridade das almas dos jogos for suficiente, eles serão combinados

requer sigil-starr inserido na ENTRADA01 com Penta Starr versão 0.3 ou superior","(c) - rheinisches volksinstitut
wydział badań ezoterycznych

mullard et al. 1963–1968

uwaga: ta kopia jest przeznaczona wyłącznie do celów badawczych. nie rozpowszechniać.

instrukcje użytkowania:
1 – stwórz hosta
2 - dodaj dwie (2) gry jako źródła
3 – wciśnij transfer duszy
4 – jeśli „dusze” gier będą wystarczająco podobne, zostaną połączone

wymaga sigil-starr w PORT01 z Penta Starr w wersji 0.3 lub nowszej","(c) - rheinisches volksinstitut
密教研究学科

マラード他 1963 - 1968

注：本コピーは研究目的のみに使用するものです。配布しないでください。

使用方法：
1 - ホストを生成する
2 - ソースとしてゲームを二つ（2つ）追加する
3 - transfer soulを押す
4 - 似たような「ソウル」を持つゲームがあれば統合される

ポート01にsigil-starr-starrとPenta Starr バージョン0.3以上が挿入されていること","(c) - rheinisches volksinstitut
비전 연구 부서

mullard et al. 1963 - 1968

참고: 본 사본은 연구 목적으로만 사용해야 합니다. 배포하지 마십시오.

사용 지침:
1 - 호스트 생성
2 - 소스로 사용할 게임 두(2)개 추가
3 - 영혼 이동 누르기
4 - 게임들의 '영혼'이 충분히 유사하면 결합하게 됨

PORT01에 sigil-starr가 삽입되어 있어야 하며 Penta Starr 버전 0.3 이상 필요","(c) - rheinisches volksinstitut
департамент эзотерических исследований

mullard et al. 1963 - 1968

примечение: эта копия предназначена только для исследовательских целей. не растространять.

инструкции по использованию:
1 - сгенерируйте носитель
2 - добавьте две (2) игры в качестве источников
3 - нажмите ""перенести душу""
4 - если у игр достаточно похожие ""души"", они будут объединены

требуется sigil-starr, вставленный в PORT01 с Penta Starr версии 0.3 и выше",,,,,
